id,category,question,option_a,option_b,option_c,option_d,correct_option,correct_answer
5206,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי התשובה הנכונה לגבי אופוזיציה פרלמנטרית היא?,מטבע לאומי,משמר נשיאותי,הכוחות הפוליטיים שאינם חלק מהממשלה,בית ספר,ג,הכוחות הפוליטיים שאינם חלק מהממשלה
5207,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי התשובה הנכונה לגבי משאל עם הוא?,בחירת שופטים בהגרלה,הצבעה ישירה של הציבור בנושא מסוים,דיון סגור בלבד,מסמך רפואי,ב,הצבעה ישירה של הציבור בנושא מסוים
5208,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי התשובה הנכונה לגבי חוקה היא?,תעודת משלוח,מסגרת עקרונית לחוקי המדינה ולמוסדותיה,ספר בישול,תקן וידאו,ב,מסגרת עקרונית לחוקי המדינה ולמוסדותיה
5209,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי התשובה הנכונה לגבי הפרדת רשויות נועדה בעיקר ל?,איזון ובקרה בין מוקדי כוח שלטוניים,החלפת שפה רשמית,הגדלת תיירות,קיצור שמות רחובות,א,איזון ובקרה בין מוקדי כוח שלטוניים
5210,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי התשובה הנכונה לגבי האו""ם הוא?",מפלגה מקומית,חברת משחקים,רשת מזון,ארגון בינלאומי בין מדינות,ד,ארגון בינלאומי בין מדינות
5211,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו אפשרות מתארת נכון את הכנסת היא?,בית המחוקקים של ישראל,בנק מרכזי,עיתון יומי,בית משפט בינלאומי,א,בית המחוקקים של ישראל
5212,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו אפשרות מתארת נכון את נשיא ארצות הברית נבחר באמצעות?,הגרלה ארצית,"מינוי של האו""ם",שיטת אלקטורים,הצבעה בכנסת,ג,שיטת אלקטורים
5213,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו אפשרות מתארת נכון את דמוקרטיה ייצוגית היא שיטה שבה?,האזרחים בוחרים נציגים לקבלת החלטות,הצבא מחוקק חוקים,אין בחירות כלל,רק שופטים מצביעים,א,האזרחים בוחרים נציגים לקבלת החלטות
5214,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו אפשרות מתארת נכון את רשות שופטת עוסקת בעיקר ב?,ניהול ערוצי טלוויזיה,הדפסת כסף,בחירת שירי אירוויזיון,פרשנות החוק והכרעה בסכסוכים,ד,פרשנות החוק והכרעה בסכסוכים
5215,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו אפשרות מתארת נכון את קואליציה פרלמנטרית היא?,שיטת הצפנה,ברית מפלגות התומכת בממשלה,יחידת מדידה,חברה מסחרית,ב,ברית מפלגות התומכת בממשלה
5216,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו אפשרות מתארת נכון את אופוזיציה פרלמנטרית היא?,בית ספר,הכוחות הפוליטיים שאינם חלק מהממשלה,מטבע לאומי,משמר נשיאותי,ב,הכוחות הפוליטיים שאינם חלק מהממשלה
5217,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו אפשרות מתארת נכון את משאל עם הוא?,הצבעה ישירה של הציבור בנושא מסוים,דיון סגור בלבד,מסמך רפואי,בחירת שופטים בהגרלה,א,הצבעה ישירה של הציבור בנושא מסוים
5218,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו אפשרות מתארת נכון את חוקה היא?,תקן וידאו,תעודת משלוח,ספר בישול,מסגרת עקרונית לחוקי המדינה ולמוסדותיה,ד,מסגרת עקרונית לחוקי המדינה ולמוסדותיה
5219,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו אפשרות מתארת נכון את הפרדת רשויות נועדה בעיקר ל?,קיצור שמות רחובות,איזון ובקרה בין מוקדי כוח שלטוניים,החלפת שפה רשמית,הגדלת תיירות,ב,איזון ובקרה בין מוקדי כוח שלטוניים
5220,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו אפשרות מתארת נכון את האו""ם הוא?",חברת משחקים,רשת מזון,מפלגה מקומית,ארגון בינלאומי בין מדינות,ד,ארגון בינלאומי בין מדינות
5221,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: במבחן ידע כללי: מה נכון לגבי הכנסת היא?,עיתון יומי,בית המחוקקים של ישראל,בנק מרכזי,בית משפט בינלאומי,ב,בית המחוקקים של ישראל
5222,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: במבחן ידע כללי: מה נכון לגבי נשיא ארצות הברית נבחר באמצעות?,שיטת אלקטורים,הצבעה בכנסת,"מינוי של האו""ם",הגרלה ארצית,א,שיטת אלקטורים
5223,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: במבחן ידע כללי: מה נכון לגבי דמוקרטיה ייצוגית היא שיטה שבה?,הצבא מחוקק חוקים,רק שופטים מצביעים,אין בחירות כלל,האזרחים בוחרים נציגים לקבלת החלטות,ד,האזרחים בוחרים נציגים לקבלת החלטות
5224,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: במבחן ידע כללי: מה נכון לגבי רשות שופטת עוסקת בעיקר ב?,בחירת שירי אירוויזיון,פרשנות החוק והכרעה בסכסוכים,ניהול ערוצי טלוויזיה,הדפסת כסף,ב,פרשנות החוק והכרעה בסכסוכים
5225,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: במבחן ידע כללי: מה נכון לגבי קואליציה פרלמנטרית היא?,חברה מסחרית,שיטת הצפנה,ברית מפלגות התומכת בממשלה,יחידת מדידה,ג,ברית מפלגות התומכת בממשלה
5226,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: במבחן ידע כללי: מה נכון לגבי אופוזיציה פרלמנטרית היא?,בית ספר,מטבע לאומי,הכוחות הפוליטיים שאינם חלק מהממשלה,משמר נשיאותי,ג,הכוחות הפוליטיים שאינם חלק מהממשלה
5227,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: במבחן ידע כללי: מה נכון לגבי משאל עם הוא?,הצבעה ישירה של הציבור בנושא מסוים,בחירת שופטים בהגרלה,דיון סגור בלבד,מסמך רפואי,א,הצבעה ישירה של הציבור בנושא מסוים
5228,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: במבחן ידע כללי: מה נכון לגבי חוקה היא?,תעודת משלוח,ספר בישול,מסגרת עקרונית לחוקי המדינה ולמוסדותיה,תקן וידאו,ג,מסגרת עקרונית לחוקי המדינה ולמוסדותיה
5229,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: במבחן ידע כללי: מה נכון לגבי הפרדת רשויות נועדה בעיקר ל?,איזון ובקרה בין מוקדי כוח שלטוניים,הגדלת תיירות,קיצור שמות רחובות,החלפת שפה רשמית,א,איזון ובקרה בין מוקדי כוח שלטוניים
5230,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: במבחן ידע כללי: מה נכון לגבי האו""ם הוא?",מפלגה מקומית,ארגון בינלאומי בין מדינות,רשת מזון,חברת משחקים,ב,ארגון בינלאומי בין מדינות
5231,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: בחרו את התשובה המדויקת ביותר: הכנסת היא.,בנק מרכזי,עיתון יומי,בית משפט בינלאומי,בית המחוקקים של ישראל,ד,בית המחוקקים של ישראל
5232,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: בחרו את התשובה המדויקת ביותר: נשיא ארצות הברית נבחר באמצעות.,הצבעה בכנסת,הגרלה ארצית,שיטת אלקטורים,"מינוי של האו""ם",ג,שיטת אלקטורים
5233,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: בחרו את התשובה המדויקת ביותר: דמוקרטיה ייצוגית היא שיטה שבה.,האזרחים בוחרים נציגים לקבלת החלטות,רק שופטים מצביעים,הצבא מחוקק חוקים,אין בחירות כלל,א,האזרחים בוחרים נציגים לקבלת החלטות
5234,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: בחרו את התשובה המדויקת ביותר: רשות שופטת עוסקת בעיקר ב.,הדפסת כסף,ניהול ערוצי טלוויזיה,בחירת שירי אירוויזיון,פרשנות החוק והכרעה בסכסוכים,ד,פרשנות החוק והכרעה בסכסוכים
5235,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: בחרו את התשובה המדויקת ביותר: קואליציה פרלמנטרית היא.,יחידת מדידה,חברה מסחרית,ברית מפלגות התומכת בממשלה,שיטת הצפנה,ג,ברית מפלגות התומכת בממשלה
5236,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: בחרו את התשובה המדויקת ביותר: אופוזיציה פרלמנטרית היא.,מטבע לאומי,בית ספר,הכוחות הפוליטיים שאינם חלק מהממשלה,משמר נשיאותי,ג,הכוחות הפוליטיים שאינם חלק מהממשלה
5237,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: בחרו את התשובה המדויקת ביותר: משאל עם הוא.,דיון סגור בלבד,הצבעה ישירה של הציבור בנושא מסוים,בחירת שופטים בהגרלה,מסמך רפואי,ב,הצבעה ישירה של הציבור בנושא מסוים
5238,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: בחרו את התשובה המדויקת ביותר: חוקה היא.,ספר בישול,מסגרת עקרונית לחוקי המדינה ולמוסדותיה,תקן וידאו,תעודת משלוח,ב,מסגרת עקרונית לחוקי המדינה ולמוסדותיה
5239,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: בחרו את התשובה המדויקת ביותר: הפרדת רשויות נועדה בעיקר ל.,קיצור שמות רחובות,החלפת שפה רשמית,איזון ובקרה בין מוקדי כוח שלטוניים,הגדלת תיירות,ג,איזון ובקרה בין מוקדי כוח שלטוניים
5240,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: בחרו את התשובה המדויקת ביותר: האו""ם הוא.",רשת מזון,מפלגה מקומית,ארגון בינלאומי בין מדינות,חברת משחקים,ג,ארגון בינלאומי בין מדינות
5241,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה מבין האפשרויות הוא/היא הכנסת היא?,בנק מרכזי,בית המחוקקים של ישראל,עיתון יומי,בית משפט בינלאומי,ב,בית המחוקקים של ישראל
5242,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה מבין האפשרויות הוא/היא נשיא ארצות הברית נבחר באמצעות?,שיטת אלקטורים,"מינוי של האו""ם",הצבעה בכנסת,הגרלה ארצית,א,שיטת אלקטורים
5243,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה מבין האפשרויות הוא/היא דמוקרטיה ייצוגית היא שיטה שבה?,הצבא מחוקק חוקים,רק שופטים מצביעים,אין בחירות כלל,האזרחים בוחרים נציגים לקבלת החלטות,ד,האזרחים בוחרים נציגים לקבלת החלטות
5244,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה מבין האפשרויות הוא/היא רשות שופטת עוסקת בעיקר ב?,בחירת שירי אירוויזיון,הדפסת כסף,ניהול ערוצי טלוויזיה,פרשנות החוק והכרעה בסכסוכים,ד,פרשנות החוק והכרעה בסכסוכים
5245,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה מבין האפשרויות הוא/היא קואליציה פרלמנטרית היא?,יחידת מדידה,שיטת הצפנה,ברית מפלגות התומכת בממשלה,חברה מסחרית,ג,ברית מפלגות התומכת בממשלה
5246,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה מבין האפשרויות הוא/היא אופוזיציה פרלמנטרית היא?,הכוחות הפוליטיים שאינם חלק מהממשלה,מטבע לאומי,משמר נשיאותי,בית ספר,א,הכוחות הפוליטיים שאינם חלק מהממשלה
5247,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה מבין האפשרויות הוא/היא משאל עם הוא?,בחירת שופטים בהגרלה,מסמך רפואי,הצבעה ישירה של הציבור בנושא מסוים,דיון סגור בלבד,ג,הצבעה ישירה של הציבור בנושא מסוים
5248,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה מבין האפשרויות הוא/היא חוקה היא?,ספר בישול,מסגרת עקרונית לחוקי המדינה ולמוסדותיה,תקן וידאו,תעודת משלוח,ב,מסגרת עקרונית לחוקי המדינה ולמוסדותיה
5249,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה מבין האפשרויות הוא/היא הפרדת רשויות נועדה בעיקר ל?,הגדלת תיירות,קיצור שמות רחובות,איזון ובקרה בין מוקדי כוח שלטוניים,החלפת שפה רשמית,ג,איזון ובקרה בין מוקדי כוח שלטוניים
5250,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: מה מבין האפשרויות הוא/היא האו""ם הוא?",רשת מזון,חברת משחקים,ארגון בינלאומי בין מדינות,מפלגה מקומית,ג,ארגון בינלאומי בין מדינות
5251,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו תשובה תיחשב נכונה עבור השאלה על הכנסת היא?,בית משפט בינלאומי,בנק מרכזי,עיתון יומי,בית המחוקקים של ישראל,ד,בית המחוקקים של ישראל
5252,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו תשובה תיחשב נכונה עבור השאלה על נשיא ארצות הברית נבחר באמצעות?,שיטת אלקטורים,הגרלה ארצית,הצבעה בכנסת,"מינוי של האו""ם",א,שיטת אלקטורים
5253,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו תשובה תיחשב נכונה עבור השאלה על דמוקרטיה ייצוגית היא שיטה שבה?,אין בחירות כלל,האזרחים בוחרים נציגים לקבלת החלטות,הצבא מחוקק חוקים,רק שופטים מצביעים,ב,האזרחים בוחרים נציגים לקבלת החלטות
5254,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו תשובה תיחשב נכונה עבור השאלה על רשות שופטת עוסקת בעיקר ב?,פרשנות החוק והכרעה בסכסוכים,הדפסת כסף,בחירת שירי אירוויזיון,ניהול ערוצי טלוויזיה,א,פרשנות החוק והכרעה בסכסוכים
5255,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו תשובה תיחשב נכונה עבור השאלה על קואליציה פרלמנטרית היא?,ברית מפלגות התומכת בממשלה,שיטת הצפנה,חברה מסחרית,יחידת מדידה,א,ברית מפלגות התומכת בממשלה
5256,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו תשובה תיחשב נכונה עבור השאלה על אופוזיציה פרלמנטרית היא?,בית ספר,משמר נשיאותי,מטבע לאומי,הכוחות הפוליטיים שאינם חלק מהממשלה,ד,הכוחות הפוליטיים שאינם חלק מהממשלה
5257,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו תשובה תיחשב נכונה עבור השאלה על משאל עם הוא?,דיון סגור בלבד,מסמך רפואי,הצבעה ישירה של הציבור בנושא מסוים,בחירת שופטים בהגרלה,ג,הצבעה ישירה של הציבור בנושא מסוים
5258,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו תשובה תיחשב נכונה עבור השאלה על חוקה היא?,תעודת משלוח,מסגרת עקרונית לחוקי המדינה ולמוסדותיה,ספר בישול,תקן וידאו,ב,מסגרת עקרונית לחוקי המדינה ולמוסדותיה
5259,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו תשובה תיחשב נכונה עבור השאלה על הפרדת רשויות נועדה בעיקר ל?,איזון ובקרה בין מוקדי כוח שלטוניים,החלפת שפה רשמית,הגדלת תיירות,קיצור שמות רחובות,א,איזון ובקרה בין מוקדי כוח שלטוניים
5260,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: איזו תשובה תיחשב נכונה עבור השאלה על האו""ם הוא?",חברת משחקים,מפלגה מקומית,רשת מזון,ארגון בינלאומי בין מדינות,ד,ארגון בינלאומי בין מדינות
5261,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: כשמדברים על הכנסת היא, מהי הקביעה הנכונה?",בית המחוקקים של ישראל,בית משפט בינלאומי,עיתון יומי,בנק מרכזי,א,בית המחוקקים של ישראל
5262,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: כשמדברים על נשיא ארצות הברית נבחר באמצעות, מהי הקביעה הנכונה?",הצבעה בכנסת,"מינוי של האו""ם",שיטת אלקטורים,הגרלה ארצית,ג,שיטת אלקטורים
5263,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: כשמדברים על דמוקרטיה ייצוגית היא שיטה שבה, מהי הקביעה הנכונה?",הצבא מחוקק חוקים,אין בחירות כלל,רק שופטים מצביעים,האזרחים בוחרים נציגים לקבלת החלטות,ד,האזרחים בוחרים נציגים לקבלת החלטות
5264,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: כשמדברים על רשות שופטת עוסקת בעיקר ב, מהי הקביעה הנכונה?",הדפסת כסף,ניהול ערוצי טלוויזיה,פרשנות החוק והכרעה בסכסוכים,בחירת שירי אירוויזיון,ג,פרשנות החוק והכרעה בסכסוכים
5265,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: כשמדברים על קואליציה פרלמנטרית היא, מהי הקביעה הנכונה?",ברית מפלגות התומכת בממשלה,שיטת הצפנה,חברה מסחרית,יחידת מדידה,א,ברית מפלגות התומכת בממשלה
5266,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: כשמדברים על אופוזיציה פרלמנטרית היא, מהי הקביעה הנכונה?",בית ספר,מטבע לאומי,משמר נשיאותי,הכוחות הפוליטיים שאינם חלק מהממשלה,ד,הכוחות הפוליטיים שאינם חלק מהממשלה
5267,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: כשמדברים על משאל עם הוא, מהי הקביעה הנכונה?",הצבעה ישירה של הציבור בנושא מסוים,מסמך רפואי,בחירת שופטים בהגרלה,דיון סגור בלבד,א,הצבעה ישירה של הציבור בנושא מסוים
5268,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: כשמדברים על חוקה היא, מהי הקביעה הנכונה?",ספר בישול,מסגרת עקרונית לחוקי המדינה ולמוסדותיה,תקן וידאו,תעודת משלוח,ב,מסגרת עקרונית לחוקי המדינה ולמוסדותיה
5269,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: כשמדברים על הפרדת רשויות נועדה בעיקר ל, מהי הקביעה הנכונה?",איזון ובקרה בין מוקדי כוח שלטוניים,הגדלת תיירות,קיצור שמות רחובות,החלפת שפה רשמית,א,איזון ובקרה בין מוקדי כוח שלטוניים
5270,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: כשמדברים על האו""ם הוא, מהי הקביעה הנכונה?",ארגון בינלאומי בין מדינות,מפלגה מקומית,חברת משחקים,רשת מזון,א,ארגון בינלאומי בין מדינות
5271,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי האפשרות המתאימה ביותר ל-הכנסת היא?,בנק מרכזי,בית משפט בינלאומי,עיתון יומי,בית המחוקקים של ישראל,ד,בית המחוקקים של ישראל
5272,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי האפשרות המתאימה ביותר ל-נשיא ארצות הברית נבחר באמצעות?,שיטת אלקטורים,הצבעה בכנסת,"מינוי של האו""ם",הגרלה ארצית,א,שיטת אלקטורים
5273,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי האפשרות המתאימה ביותר ל-דמוקרטיה ייצוגית היא שיטה שבה?,אין בחירות כלל,הצבא מחוקק חוקים,האזרחים בוחרים נציגים לקבלת החלטות,רק שופטים מצביעים,ג,האזרחים בוחרים נציגים לקבלת החלטות
5274,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי האפשרות המתאימה ביותר ל-רשות שופטת עוסקת בעיקר ב?,בחירת שירי אירוויזיון,ניהול ערוצי טלוויזיה,פרשנות החוק והכרעה בסכסוכים,הדפסת כסף,ג,פרשנות החוק והכרעה בסכסוכים
5275,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי האפשרות המתאימה ביותר ל-קואליציה פרלמנטרית היא?,יחידת מדידה,חברה מסחרית,שיטת הצפנה,ברית מפלגות התומכת בממשלה,ד,ברית מפלגות התומכת בממשלה
5276,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי האפשרות המתאימה ביותר ל-אופוזיציה פרלמנטרית היא?,הכוחות הפוליטיים שאינם חלק מהממשלה,משמר נשיאותי,מטבע לאומי,בית ספר,א,הכוחות הפוליטיים שאינם חלק מהממשלה
5277,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי האפשרות המתאימה ביותר ל-משאל עם הוא?,מסמך רפואי,בחירת שופטים בהגרלה,הצבעה ישירה של הציבור בנושא מסוים,דיון סגור בלבד,ג,הצבעה ישירה של הציבור בנושא מסוים
5278,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי האפשרות המתאימה ביותר ל-חוקה היא?,תקן וידאו,ספר בישול,מסגרת עקרונית לחוקי המדינה ולמוסדותיה,תעודת משלוח,ג,מסגרת עקרונית לחוקי המדינה ולמוסדותיה
5279,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי האפשרות המתאימה ביותר ל-הפרדת רשויות נועדה בעיקר ל?,איזון ובקרה בין מוקדי כוח שלטוניים,קיצור שמות רחובות,החלפת שפה רשמית,הגדלת תיירות,א,איזון ובקרה בין מוקדי כוח שלטוניים
5280,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: מהי האפשרות המתאימה ביותר ל-האו""ם הוא?",רשת מזון,מפלגה מקומית,חברת משחקים,ארגון בינלאומי בין מדינות,ד,ארגון בינלאומי בין מדינות
5281,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: במסגרת חידון מקצועי, מה נכון לגבי הכנסת היא?",בית משפט בינלאומי,עיתון יומי,בית המחוקקים של ישראל,בנק מרכזי,ג,בית המחוקקים של ישראל
5282,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: במסגרת חידון מקצועי, מה נכון לגבי נשיא ארצות הברית נבחר באמצעות?","מינוי של האו""ם",שיטת אלקטורים,הצבעה בכנסת,הגרלה ארצית,ב,שיטת אלקטורים
5283,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: במסגרת חידון מקצועי, מה נכון לגבי דמוקרטיה ייצוגית היא שיטה שבה?",הצבא מחוקק חוקים,רק שופטים מצביעים,האזרחים בוחרים נציגים לקבלת החלטות,אין בחירות כלל,ג,האזרחים בוחרים נציגים לקבלת החלטות
5284,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: במסגרת חידון מקצועי, מה נכון לגבי רשות שופטת עוסקת בעיקר ב?",פרשנות החוק והכרעה בסכסוכים,בחירת שירי אירוויזיון,הדפסת כסף,ניהול ערוצי טלוויזיה,א,פרשנות החוק והכרעה בסכסוכים
5285,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: במסגרת חידון מקצועי, מה נכון לגבי קואליציה פרלמנטרית היא?",יחידת מדידה,ברית מפלגות התומכת בממשלה,חברה מסחרית,שיטת הצפנה,ב,ברית מפלגות התומכת בממשלה
5286,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: במסגרת חידון מקצועי, מה נכון לגבי אופוזיציה פרלמנטרית היא?",מטבע לאומי,הכוחות הפוליטיים שאינם חלק מהממשלה,משמר נשיאותי,בית ספר,ב,הכוחות הפוליטיים שאינם חלק מהממשלה
5287,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: במסגרת חידון מקצועי, מה נכון לגבי משאל עם הוא?",מסמך רפואי,הצבעה ישירה של הציבור בנושא מסוים,דיון סגור בלבד,בחירת שופטים בהגרלה,ב,הצבעה ישירה של הציבור בנושא מסוים
5288,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: במסגרת חידון מקצועי, מה נכון לגבי חוקה היא?",ספר בישול,מסגרת עקרונית לחוקי המדינה ולמוסדותיה,תעודת משלוח,תקן וידאו,ב,מסגרת עקרונית לחוקי המדינה ולמוסדותיה
5289,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: במסגרת חידון מקצועי, מה נכון לגבי הפרדת רשויות נועדה בעיקר ל?",החלפת שפה רשמית,איזון ובקרה בין מוקדי כוח שלטוניים,הגדלת תיירות,קיצור שמות רחובות,ב,איזון ובקרה בין מוקדי כוח שלטוניים
5290,פוליטיקה,"בהקשר של ידע כללי בקטגוריית פוליטיקה: במסגרת חידון מקצועי, מה נכון לגבי האו""ם הוא?",רשת מזון,מפלגה מקומית,חברת משחקים,ארגון בינלאומי בין מדינות,ד,ארגון בינלאומי בין מדינות
5291,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה צריך להשיב לשאלה העוסקת ב-הכנסת היא?,עיתון יומי,בנק מרכזי,בית המחוקקים של ישראל,בית משפט בינלאומי,ג,בית המחוקקים של ישראל
5292,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה צריך להשיב לשאלה העוסקת ב-נשיא ארצות הברית נבחר באמצעות?,הצבעה בכנסת,הגרלה ארצית,שיטת אלקטורים,"מינוי של האו""ם",ג,שיטת אלקטורים
5293,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה צריך להשיב לשאלה העוסקת ב-דמוקרטיה ייצוגית היא שיטה שבה?,אין בחירות כלל,האזרחים בוחרים נציגים לקבלת החלטות,הצבא מחוקק חוקים,רק שופטים מצביעים,ב,האזרחים בוחרים נציגים לקבלת החלטות
5294,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה צריך להשיב לשאלה העוסקת ב-רשות שופטת עוסקת בעיקר ב?,ניהול ערוצי טלוויזיה,הדפסת כסף,פרשנות החוק והכרעה בסכסוכים,בחירת שירי אירוויזיון,ג,פרשנות החוק והכרעה בסכסוכים
5295,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה צריך להשיב לשאלה העוסקת ב-קואליציה פרלמנטרית היא?,ברית מפלגות התומכת בממשלה,חברה מסחרית,שיטת הצפנה,יחידת מדידה,א,ברית מפלגות התומכת בממשלה
5296,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה צריך להשיב לשאלה העוסקת ב-אופוזיציה פרלמנטרית היא?,בית ספר,הכוחות הפוליטיים שאינם חלק מהממשלה,מטבע לאומי,משמר נשיאותי,ב,הכוחות הפוליטיים שאינם חלק מהממשלה
5297,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה צריך להשיב לשאלה העוסקת ב-משאל עם הוא?,מסמך רפואי,הצבעה ישירה של הציבור בנושא מסוים,בחירת שופטים בהגרלה,דיון סגור בלבד,ב,הצבעה ישירה של הציבור בנושא מסוים
5298,פוליטיקה,בהקשר של ידע כללי בקטגוריית פוליטיקה: מה צריך להשיב לשאלה העוסקת ב-חוקה היא?,תקן וידאו,מסגרת עקרונית לחוקי המדינה ולמוסדותיה,תעודת משלוח,ספר בישול,ב,מסגרת עקרונית לחוקי המדינה ולמוסדותיה
